作品ID,作品名,人物ID
47076,狂人日記,903
43189,推理小説論,1095
46558,恋愛と道徳,416
43031,一利己主義者と友人との対話,153
46272,映画のもつ文法,1166
33193,獄中への手紙,311
1570,十五年間,35
3663,薄紅梅,50
48035,小坂部姫,82
43143,戦争論,1095
46821,植物知識,1266
50766,イギリス海岸,81
52467,凍るアラベスク,1568
43679,人魚謎お岩殺し,125
49304,吉原百人斬り,1313
52441,銀河まつり,1562
49813,長吏名称考,1344
43215,明治開化　安吾捕物,1095
54138,呪咀,1648
46890,中津留別の書,296
54892,狐,1341
4423,いてふの実,81
48128,アッタレーア・プリンケプス,340
42615,風と光と二十の私と,1095
3222,乞はない乞食,368
55458,予謀殺人,1733
42374,わが愛好する言葉,35
50391,四百年後の東京,305
4865,龍と詩人,81
42624,青春論,1095
49820,本州における蝦夷の末路,1344
50271,本朝変態葬礼史,1420
49268,甲州郡内妖怪事件取り調べ報告,1021
54457,秋の暮,1668
54459,美女,1668
42934,阿Ｑ正伝,1125
42935,明日,1125
43411,兎と猫,1125
43412,鴨の喜劇,1125
42936,狂人日記,1125
42937,薬,1125
42938,孔乙己,1125
43650,幸福な家庭,1125
42939,故郷,1125
43019,些細な事件,1125
43020,端午節,1125
43021,頭髪の故事,1125
42933,「吶喊」原序,1125
43413,白光,1125
43022,風波,1125
43414,不周山,1125
43415,村芝居,1125
53771,書物を愛する道,1566
2011,二つの庭,311
931,笑う唖女,96
50364,新撰組,1263
417,冬の日,74
49998,美食七十年の体験,1403
59405,人間本性論（人性論）,2034
45642,嘘の効用,922
53227,原子爆弾雑話,1569
52444,雲霧閻魔帳,1562
4360,科学に志す人へ,42
43051,あきまろに答ふ,305
42349,武蔵野,843
43362,飯田蛇笏,879
43625,染吉の朱盆,255
4685,文芸とヒロイツク,148
199,あらくれ,23
43651,狂女,903
55316,折々の記,1562
50908,ヒルベルト訪問記,1398
2378,月蝕,96
4252,日輪,168
81,木曽義仲論,879
47100,法学とは何か,922
50567,法然行伝,283
4823,小桜姫物語,1034
897,夜行巡査,50
46615,茶話,150
52693,古川ロッパ昭和日記,1558
49974,高野豆腐,1403
1360,長篠合戦,83
54907,夢と文芸,1566
24453,蜜柑,879
3766,「仮面」の人々,879
49375,妖怪玄談,1021
251,誰,35
52348,風景,136
3320,姑と嫁について,885
43213,明治開化　安吾捕物,1095
51312,雲,26
52211,えぞおばけ列伝,1529
49270,妖怪学一斑,1021
55096,競馬,1562
51820,手仕事の日本,1520
47320,花筐と岩倉村,355
43247,心霊殺人事件,1095
46790,鯛釣り素人咄,1248
24379,死者の書,933
24379,死者の書,1068
51278,夢幻泡影,1499
4105,世界怪談名作集,905
51162,医師と旅行鞄の話,888
4785,戦争について,293
54332,ユモレスク,1224
4771,原爆被災時のノート,293
51234,ゲテ魚好き,1488
1946,クねずみ,81
53866,三百年後,1570
1911,雪之丞変化,310
49881,埋もれた日本,1395
50283,舞姫,1341
51728,古事記,1349
1580,冬の花火,35
50275,一月一日,1341
42899,魔の退屈,1095
1722,寺坂吉右衛門の逃亡,216
4742,沼夫人,50
779,倫敦消息,148
1095,散華,35
55095,くせ,1562
55214,ITALIA,235
55213,LEONARDO DA VINCI,235
55216,あすは、明日は、,235
55219,ありとあらゆるわが思,235
55224,あはれ今,235
55211,石工,235
55217,一僧,235
55210,欝金草売,235
55220,歌よ、ねがふは,235
55205,エロディヤッド,235
52386,落葉,235
56066,魚紋,1562
2259,海潮音,235
51172,海潮音,235
51160,空中征服,1468
55198,カンタタ,235
55221,きその日は,235
55227,君のねがひ,235
55243,「黒瞳」より,235
55208,胡弓,235
55209,五本の指,235
1505,夜明け前,158
52385,さしあげた腕,235
55206,サバトの門立,235
55244,春夜,235
55200,虱とるひと,235
47487,キャラコさん,1224
55202,ソネット,235
940,街頭から見た新東京の裏面,969
55223,泣けよ恋人,235
55203,薄紗の帳,235
55204,白鳥,235
55196,母,235
55212,ハルレム,235
55225,びるぜん祈祷,235
55195,不可能,235
49703,浮浪学生の話,235
49704,法王の祈祷,235
940,街頭から見た新東京の裏面,96
51173,牧羊神,235
55199,頌歌,235
45989,モルガンお雪,726
55197,椰子の樹,235
55228,夕づつの清光を歌ひて,235
55222,忌々しき「死」の大君は,235
55201,醉ひどれ船,235
55218,よそ人のあざむが如く,235
49705,癩病やみの話,235
52384,リシダス,235
55207,錬金道士,235
55215,露西亜の言葉,235
55226,忘れたるにあらねども,235
52387,わるい花,235
43216,明治開化　安吾捕物,1095
1218,聖書の読方,34
55163,墓場,1143
2710,風流仏,51
2537,十二支考,93
49250,古い手帳から,129
52404,鳴門秘帖,1562
52690,古川ロッパ昭和日記,1558
53491,アラスカの氷河,1569
47856,ある恋の話,83
24439,虎狩,119
639,嘘,121
49969,胡瓜,1403
55097,紅梅の客,1562
54870,ロザリオの鎖,924
53226,粉雪,1569
5025,源氏物語,52
45480,鰻に呪われた男,82
683,妄想,129
52453,茶漬三略,1562
1049,フランス哲学についての感想,182
4548,売春婦リゼット,76
1923,鹿踊りのはじまり,81
49274,妖怪報告,1021
18395,河童の話,933
54458,女靴下の話,1668
47741,漱石氏と私,1310
51167,私の履歴書,1487
51167,私の履歴書,1789
49681,画工と幽霊,82
49262,「黒死館殺人事件」著者之序,125
54,ひょっとこ,879
51731,古事記,1518
49692,将来の日本,1212
49692,将来の日本,1417
51731,古事記,1519
54904,信濃桜の話,1566
3380,幽霊船の秘密,160
52202,歴史とは何か,1535
24380,死者の書,933
2695,極楽,83
49979,椎茸の話,1403
49544,正雪の二代目,82
52692,古川ロッパ昭和日記,1558
696,安井夫人,129
55132,茸をたずねる,1695
54938,断腸亭日乗,1341
50289,雪の日,1341
43790,次郎物語,1097
53713,ロビンソン・クルソオ,129
53713,ロビンソン・クルソオ,315
52946,野草雑記・野鳥雑記,1566
45617,番町皿屋敷,82
18377,かちかち山,329
42284,狂人日記,207
2508,地図をながめて,42
45629,我信念,1211
1403,神州纐纈城,255
3906,入選小説「毒」について,311
54969,山椒魚,1403
49978,残肴の処理,1403
416,冬の蠅,74
52689,古川ロッパ昭和日記,1558
48363,恐怖の季節,1311
45911,九段,1095
43162,現代忍術伝,1095
55099,天皇と競馬,1562
5061,源氏物語,52
55191,花より団子,1581
54832,ザボンの実る木のもとに,1579
49898,漱石の人物,1395
52379,ラロシフコー,35
47043,百姓マレイ,363
2843,詩の原理,67
52437,増長天王,1562
46299,昨日・今日・明日,40
55269,親鸞の水脈,1562
50015,インチキ鮎,1403
49904,夏目先生の追憶,1395
43361,兄貴のような心持,879
1219,深夜の市長,160
52438,醤油仏,1562
50000,河豚食わぬ非常識,1403
48251,行乞記,146
55169,雨,1581
50478,「額の男」を読む,148
55270,辞典のすすめ,1562
54464,魔性の女,1669
54961,お茶漬けの味,1403
49828,地熱,1311
52942,国語の自在性,182
48417,魔法の笛,1340
54447,原子核探求の思い出,1153
2539,十二支考,93
55100,河豚,1562
51270,悪魔の弟子,289
463,マグノリアの木,81
54429,特殊部落の言語,1344
52676,ハイデガー博士の実験,1329
48219,ヤング　グッドマン　ブラウン,1329
56009,琴の音,64
52224,無月物語,1224
1620,狐と狸,154
177,魚河岸,879
53520,死刑,248
45397,罪と罰（内田不知庵訳）,157
43218,明治開化　安吾捕物,1095
46087,新西遊記,1224
52443,無宿人国記,1562
48322,今昔物語,1072
4641,半七捕物帳,82
48288,飢餓地帯を歩く,1205
52234,蛆の効用,42
53169,あじゃり,1579
50276,男ごゝろ,1341
45654,手紙　一,81
42849,余はベンメイす,1095
2321,漱石山房の冬,879
48026,山椒魚,82
49947,食道楽,810
49847,灰色の眼の女,1157
49671,洋服論,1341
47488,キャラコさん,1224
49584,旅の旅の旅,305
52933,火山の話,1578
48025,人狼,82
47549,橘曙覧,933
50702,孔子と管仲,1127
50112,エリザベスとエセックス,1407
45694,日記,276
55377,朝鮮の友に贈る書,1520
42848,私は誰？,1095
46604,二十六夜,81
48414,雪柳,50
51314,桑名の駅,26
54185,断腸亭日乗,1341
42342,終電車に乗る妖婆,154
53236,おにぎりの味,1569
24452,しるこ,879
296,雌に就いて,35
2350,量的と質的と統計的と,42
3602,辞典,281
53230,簪を挿した蛇,1569
42167,墓,305
54374,ベートーヴェンの生涯,1539
45938,南京虫殺人事件,1095
51302,荷風戦後日歴　第一,1341
2168,巴里より,885
2168,巴里より,320
1357,川中島合戦,83
41,母,879
50013,若鮎の塩焼き,1403
3482,アメリカ文化の問題,311
33202,後世,879
45068,北極のアムンセン,906
53970,赤兵の歌,1612
53508,日本大地震,1059
55098,俗即菩提,1562
52405,鳴門秘帖,1562
3745,澄江堂雑記,879
49526,明治劇談　ランプの下にて,82
54948,数の子は音を食うもの,1403
52445,下頭橋由来,1562
43027,臨終の田中正造,525
47172,食堂,158
53203,テレビの科学番組,1569
48164,A LETTER FROM PRISON,153
49955,鮎の名所,1403
250,男女同権,35
51172,海潮音,235
53804,雨,40
50252,桐の花とカステラ,106
42949,中庸,1095
52406,鳴門秘帖,1562
2506,小浅間,42
53201,イグアノドンの唄,1569
50769,十六夜,50
50769,十六夜,886
49957,鮟鱇一夕話,1403
42955,影のない犯人,1095
50686,食道楽,810
156,将軍,879
54466,鉄の処女,1669
49181,不在地主,156
50220,六号室,1155
47601,小説　円朝,1313
48334,山吹,50
4813,麦藁帽子,1030
50392,従軍紀事,305
52442,治郎吉格子,1562
50279,帰来,1421
50447,大力物語,83
54441,「エタ」名義考,1344
46564,東京湾怪物譚,1248
46596,茶話,150
47356,其中日記,146
52187,京都の朝市,1520
2187,夢鬼,325
45056,悪魔の宝,906
54436,エタと非人と普通人,1344
50070,棚田裁判長の怪死,1397
46471,京鹿子娘道成寺,1142
51972,にぎり飯,1341
56078,駅伝馬車,1257
46672,大導寺信輔の半生,879
48392,河伯令嬢,50
50633,押しかけ女房,1454
49954,鮎の試食時代,1403
42958,発掘した美女,1095
35,英雄の器,879
46167,六羽の白鳥,1092
46167,六羽の白鳥,1091
4357,青森,35
2446,蓄音機,42
1156,新日本の進路,230
47287,それでも私は行く,40
45083,耳,121
46117,顎十郎捕物帳,1224
46097,虹の橋,1224
55193,新婚旅行,1581
52408,鳴門秘帖,1562
49259,武士を夷ということの考,1344
50322,父の帰宅,1425
46078,予言,1224
3532,棺桶の花嫁,160
42689,雨,40
51267,徹底的な浜尾君,260
1542,本因坊と私,268
49640,銀座,1341
50130,最後の晩餐,1399
50080,胎内,1311
48214,海島冒険奇譚　海底軍艦,1325
49644,妾宅,1341
5034,源氏物語,52
48215,海島冒険奇譚　海底軍艦,1326
47647,天狗外伝　斬られの仙太,1311
48400,三枚続,50
50443,赤い鳥,107
46444,コロボックル北海道に住みしなるべし,1242
49925,かなしき女王,1399
54868,軽井沢にて,1581
1267,白妖,236
49517,コーヒー五千円,1346
51161,新アラビヤ夜話　序,1486
1589,悶悶日記,35
45762,接吻,1155
55188,水不足,1581
5028,源氏物語,52
53139,ゆめの話,1579
49394,一九二八年三月十五日,156
50075,葛根湯,1397
2681,文芸は男子一生の事業とするに足らざる乎,148
47353,養生の心得,296
49844,少年,1157
52283,女の怪異,154
4884,図書館幻想,81
54977,蝦蟇を食べた話,1403
50280,里の今昔,1341
51226,石川五右衛門の生立,248
50022,道教に就いて,51
51730,古事記,1349
49877,ある思想家の手紙,1395
53050,空飛ぶ悪魔,1142
51392,手紙,908
42356,或る忠告,35
50298,人生の楽事,296
54960,猪の味,1403
49747,肌の匂い,1311
42184,神曲,961
50052,三人の訪問者,158
52263,頼朝の最後,154
1103,睡蓮,168
55265,舌のすさび,1562
43874,塩原多助一代記,989
48338,シベリヤの三等列車,291
48401,妖魔の辻占,50
490,三浦右衛門の最後,83
54437,エタ源流考,1344
43263,幾何学と空間,281
50920,白,75
55401,文章の音律,50
3591,技術の哲学,281
769,薤露行,148
49679,弓町より,153
53805,俗臭,40
50076,雷嫌いの話,1397
50071,墓が呼んでいる,1397
50346,透明人間,160
48083,犬神,262
49845,地獄,1157
53223,島津斉彬公,1569
46267,花巻農学校精神歌,81
52451,旗岡巡査,1562
49865,判決,1235
47729,東京の風俗　序,1312
52223,猪鹿蝶,1224
49915,アフリカの文化,1395
52233,地異印象記,1395
42690,蛍,40
42866,金銭無情,1095
45137,峠,1179
53238,『西遊記』の夢,1569
51239,酔狂録,1497
47964,巴里の手紙,75
1448,侠客の種類,51
18371,博物館,1054
49078,二十歳のエチュード,740
49980,塩昆布の茶漬け,1403
42951,正午の殺人,1095
46985,鬼退治,1205
50288,夕立,1341
49911,面とペルソナ,1395
50931,中世の文学伝統,1479
49760,奥州における御館藤原氏,1344
1663,野狐,126
50717,まだらのひも,160
216,星座,25
54974,てんぷらの茶漬け,1403
45934,犯人,1095
50503,宝島,95
42365,織田君の死,35
49928,精,1399
53034,世間師,241
47497,ノンシャラン道中記,1224
52321,うどんのお化け,1558
54906,ひじりの家,1566
4852,失念術講義,1021
4718,二ひきの蛙,121
46146,あなたも私も,1224
1356,厳島合戦,83
50917,世界漫遊,1195
50410,散文詩,153
49579,越中劍岳先登記,1372
45763,決闘,1155
50277,古本評判記,1341
24361,愛する人達,291
54463,妖影,1669
45901,安吾の新日本地理,1095
54176,『富嶽百景』序,35
4829,鳴雪自叙伝,684
52319,浅草を食べる,1558
49527,箕輪の心中,82
50292,路地,1341
50362,黒船来航,1263
52431,私本太平記,1562
52407,鳴門秘帖,1562
141,西方の人,879
51271,彼が殺したか,289
54932,ベートーヴェンの生涯,1702
54932,ベートーヴェンの生涯,1093
53487,婚期はずれ,40
49897,創作の心理について,1395
51165,浅沼稲次郎の三つの代表的演説,1487
50913,釣,1190
46158,天国の記録,1205
1592,一日の労苦,35
42321,怪しき旅僧,154
49633,上野,1341
49893,自己の肯定と否定と,1395
54373,ベートーヴェンの生涯,1539
45820,姦淫に寄す,1095
2929,天馬,252
49597,山道,283
47293,日本男子論,296
16013,現今の少女小説について,311
52124,寺田寅彦,1395
52714,韓非子解題,488
54854,旃陀羅考,1344
42203,鹿狩り,38
53038,雪の日,275
45916,安吾人生案内,1095
45904,安吾の新日本地理,1095
49643,小説作法,1341
45628,狂歌師赤猪口兵衛,96
47716,人形の起源,933
43460,姨捨山,329
49843,春泥,1157
272,陰火,35
50270,屍体と民俗,1420
54830,祭のさまざま,1566
49903,土下座,1395
3811,パステルの竜,879
42908,恋をしに行く（「女体」につゞく）,1095
